,Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Transaction_Day,Transaction_Month,Transaction_Hour,Full_Transaction_Time,Time Gap (hours),Day of Week
4491,TX0000004492,UK,2885240.7292349427,Cash Withdrawal,2013-07-07 03:00:00,Person_1119,Oil & Gas,UK,False,Legal,3,1,Bank_39,Bahamas,7,7,3,2013-07-07 06:00:00,262.0,6
9566,TX0000009567,South Africa,3930380.484174779,Cash Withdrawal,2014-02-03 14:00:00,Person_112,Finance,UAE,False,Illegal,1,9,Bank_159,Luxembourg,3,2,14,2014-02-04 04:00:00,0.0,0
1432,TX0000001433,UK,3137098.2275904897,Offshore Transfer,2013-03-01 16:00:00,Person_1122,Finance,Singapore,False,Legal,9,6,Bank_382,Singapore,1,3,16,2013-03-02 08:00:00,0.0,4
3310,TX0000003311,Brazil,3217874.7924368945,Cash Withdrawal,2013-05-18 22:00:00,Person_1123,Oil & Gas,China,False,Illegal,10,0,Bank_67,Switzerland,18,5,22,2013-05-19 20:00:00,0.0,5
6719,TX0000006720,Brazil,2676493.797822855,Cash Withdrawal,2013-10-07 23:00:00,Person_1123,Oil & Gas,Russia,False,Legal,5,0,Bank_216,Panama,7,10,23,2013-10-08 22:00:00,3410.0,0
6537,TX0000006538,Switzerland,807438.170733684,Property Purchase,2013-09-30 09:00:00,Person_1124,Luxury Goods,South Africa,True,Illegal,5,3,Bank_493,Luxembourg,30,9,9,2013-09-30 18:00:00,0.0,0
7447,TX0000007448,Russia,1892442.8529624497,Cryptocurrency,2013-11-07 07:00:00,Person_1124,Casinos,USA,False,Illegal,1,0,Bank_196,Switzerland,7,11,7,2013-11-07 14:00:00,908.0,3
6875,TX0000006876,China,2733404.205484257,Offshore Transfer,2013-10-14 11:00:00,Person_1125,Luxury Goods,India,True,Legal,5,5,Bank_331,Switzerland,14,10,11,2013-10-14 22:00:00,0.0,0
8008,TX0000008009,Singapore,4296037.343969181,Offshore Transfer,2013-11-30 16:00:00,Person_1125,Finance,India,False,Illegal,4,5,Bank_421,Bahamas,30,11,16,2013-12-01 08:00:00,1138.0,5
9349,TX0000009350,India,3888441.231944561,Cryptocurrency,2014-01-25 13:00:00,Person_1127,Casinos,Switzerland,False,Illegal,7,6,Bank_32,Singapore,25,1,13,2014-01-26 02:00:00,0.0,5
6444,TX0000006445,UAE,4242018.732938911,Offshore Transfer,2013-09-26 12:00:00,Person_1128,Luxury Goods,UK,True,Legal,7,2,Bank_498,Cayman Islands,26,9,12,2013-09-27 00:00:00,0.0,3
7008,TX0000007009,Brazil,3353534.8941501672,Property Purchase,2013-10-20 00:00:00,Person_1128,Casinos,Russia,False,Illegal,5,4,Bank_313,Bahamas,20,10,0,2013-10-20 00:00:00,552.0,6
7669,TX0000007670,UAE,93674.06044297753,Cash Withdrawal,2013-11-16 13:00:00,Person_1130,Luxury Goods,UAE,True,Illegal,5,8,Bank_343,Switzerland,16,11,13,2013-11-17 02:00:00,0.0,5
1158,TX0000001159,USA,2625948.000136332,Offshore Transfer,2013-02-18 06:00:00,Person_1131,Real Estate,USA,False,Illegal,5,0,Bank_232,Bahamas,18,2,6,2013-02-18 12:00:00,0.0,0
9686,TX0000009687,Switzerland,2151187.267462629,Property Purchase,2014-02-08 14:00:00,Person_1132,Construction,UK,False,Illegal,9,8,Bank_301,Cayman Islands,8,2,14,2014-02-09 04:00:00,0.0,5
710,TX0000000711,Switzerland,3680861.316361744,Cryptocurrency,2013-01-30 14:00:00,Person_1133,Casinos,UAE,False,Legal,3,5,Bank_319,Singapore,30,1,14,2013-01-31 04:00:00,0.0,2
954,TX0000000955,Brazil,2135044.892259744,Property Purchase,2013-02-09 18:00:00,Person_1137,Luxury Goods,Russia,True,Illegal,8,9,Bank_235,Luxembourg,9,2,18,2013-02-10 12:00:00,0.0,5
6319,TX0000006320,Switzerland,4145557.087444663,Property Purchase,2013-09-21 07:00:00,Person_1137,Oil & Gas,Switzerland,True,Illegal,3,0,Bank_54,Switzerland,21,9,7,2013-09-21 14:00:00,5354.0,5
7350,TX0000007351,Switzerland,3151211.922073849,Stocks Transfer,2013-11-03 06:00:00,Person_1137,Luxury Goods,Brazil,False,Illegal,5,3,Bank_187,Bahamas,3,11,6,2013-11-03 12:00:00,1030.0,6
1883,TX0000001884,South Africa,2308272.698865077,Offshore Transfer,2013-03-20 11:00:00,Person_1138,Real Estate,UAE,False,Illegal,2,0,Bank_399,Panama,20,3,11,2013-03-20 22:00:00,0.0,2
4735,TX0000004736,China,4983114.532315412,Cryptocurrency,2013-07-17 07:00:00,Person_1138,Finance,South Africa,False,Illegal,9,3,Bank_19,Panama,17,7,7,2013-07-17 14:00:00,2848.0,2
8297,TX0000008298,China,1581648.8719129444,Cryptocurrency,2013-12-12 17:00:00,Person_1138,Arms Trade,UK,False,Illegal,2,6,Bank_140,Luxembourg,12,12,17,2013-12-13 10:00:00,3572.0,3
5566,TX0000005567,South Africa,3861990.284363798,Offshore Transfer,2013-08-20 22:00:00,Person_1139,Real Estate,China,True,Legal,3,5,Bank_333,Cayman Islands,20,8,22,2013-08-21 20:00:00,0.0,1
4861,TX0000004862,UAE,331483.50347839337,Stocks Transfer,2013-07-22 13:00:00,Person_114,Casinos,UAE,False,Legal,4,0,Bank_208,Singapore,22,7,13,2013-07-23 02:00:00,0.0,0
5855,TX0000005856,India,2506896.4886872782,Property Purchase,2013-09-01 23:00:00,Person_1140,Real Estate,UAE,False,Illegal,5,9,Bank_77,Switzerland,1,9,23,2013-09-02 22:00:00,0.0,6
5334,TX0000005335,UAE,4930423.07405398,Offshore Transfer,2013-08-11 06:00:00,Person_1141,Casinos,Switzerland,True,Illegal,2,5,Bank_58,Cayman Islands,11,8,6,2013-08-11 12:00:00,0.0,6
2328,TX0000002329,South Africa,803587.792999011,Property Purchase,2013-04-08 00:00:00,Person_1142,Oil & Gas,UK,False,Illegal,7,6,Bank_312,Panama,8,4,0,2013-04-08 00:00:00,0.0,0
1278,TX0000001279,India,1924395.5232793984,Offshore Transfer,2013-02-23 06:00:00,Person_1143,Construction,South Africa,True,Legal,8,5,Bank_279,Bahamas,23,2,6,2013-02-23 12:00:00,0.0,5
4837,TX0000004838,Brazil,2341306.665092628,Stocks Transfer,2013-07-21 13:00:00,Person_1143,Oil & Gas,Switzerland,False,Illegal,4,2,Bank_268,Bahamas,21,7,13,2013-07-22 02:00:00,3566.0,6
1088,TX0000001089,Singapore,3087232.120729873,Cryptocurrency,2013-02-15 08:00:00,Person_1144,Oil & Gas,Singapore,False,Legal,4,0,Bank_242,Bahamas,15,2,8,2013-02-15 16:00:00,0.0,4
4255,TX0000004256,Russia,4940108.941012043,Offshore Transfer,2013-06-27 07:00:00,Person_1144,Finance,South Africa,False,Legal,4,2,Bank_298,Cayman Islands,27,6,7,2013-06-27 14:00:00,3166.0,3
120,TX0000000121,Switzerland,2938291.206722741,Property Purchase,2013-01-06 00:00:00,Person_1145,Finance,Switzerland,False,Illegal,8,3,Bank_467,Luxembourg,6,1,0,2013-01-06 00:00:00,0.0,6
8330,TX0000008331,Russia,967477.2993411378,Cryptocurrency,2013-12-14 02:00:00,Person_1145,Casinos,USA,False,Legal,8,7,Bank_106,Cayman Islands,14,12,2,2013-12-14 04:00:00,8212.0,5
9388,TX0000009389,UAE,1529141.750403166,Cryptocurrency,2014-01-27 04:00:00,Person_1146,Construction,Singapore,False,Illegal,5,5,Bank_221,Cayman Islands,27,1,4,2014-01-27 08:00:00,0.0,0
7108,TX0000007109,UAE,3021201.2590706483,Stocks Transfer,2013-10-24 04:00:00,Person_1147,Oil & Gas,Switzerland,True,Illegal,1,3,Bank_120,Panama,24,10,4,2013-10-24 08:00:00,0.0,3
8617,TX0000008618,China,4016685.323811008,Cash Withdrawal,2013-12-26 01:00:00,Person_1147,Construction,USA,False,Illegal,2,4,Bank_130,Luxembourg,26,12,1,2013-12-26 02:00:00,1506.0,3
2917,TX0000002918,Singapore,575474.3467007455,Cash Withdrawal,2013-05-02 13:00:00,Person_1148,Casinos,UK,True,Legal,8,9,Bank_268,Luxembourg,2,5,13,2013-05-03 02:00:00,0.0,3
3160,TX0000003161,South Africa,3065221.024183033,Cryptocurrency,2013-05-12 16:00:00,Person_1149,Luxury Goods,Switzerland,False,Legal,1,5,Bank_260,Luxembourg,12,5,16,2013-05-13 08:00:00,0.0,6
9694,TX0000009695,UAE,2762616.78048571,Stocks Transfer,2014-02-08 22:00:00,Person_1149,Real Estate,India,True,Legal,6,0,Bank_94,Singapore,8,2,22,2014-02-09 20:00:00,6540.0,5
2106,TX0000002107,Russia,4651260.202041924,Offshore Transfer,2013-03-29 18:00:00,Person_1150,Oil & Gas,Singapore,False,Illegal,6,9,Bank_350,Panama,29,3,18,2013-03-30 12:00:00,0.0,4
5268,TX0000005269,Brazil,1244878.2262479053,Offshore Transfer,2013-08-08 12:00:00,Person_1150,Luxury Goods,UAE,False,Illegal,1,8,Bank_190,Switzerland,8,8,12,2013-08-09 00:00:00,3156.0,3
2974,TX0000002975,Brazil,3445271.4972258946,Cash Withdrawal,2013-05-04 22:00:00,Person_1151,Casinos,UAE,False,Illegal,5,6,Bank_208,Bahamas,4,5,22,2013-05-05 20:00:00,0.0,5
7855,TX0000007856,China,466656.1420832541,Cryptocurrency,2013-11-24 07:00:00,Person_1151,Luxury Goods,USA,True,Illegal,7,5,Bank_233,Switzerland,24,11,7,2013-11-24 14:00:00,4866.0,6
1005,TX0000001006,UAE,2789739.472775038,Stocks Transfer,2013-02-11 21:00:00,Person_1152,Casinos,India,True,Illegal,3,6,Bank_312,Panama,11,2,21,2013-02-12 18:00:00,0.0,0
1445,TX0000001446,Russia,1759486.7421667003,Stocks Transfer,2013-03-02 05:00:00,Person_1153,Oil & Gas,UK,False,Illegal,2,2,Bank_416,Luxembourg,2,3,5,2013-03-02 10:00:00,0.0,5
1195,TX0000001196,Switzerland,4087959.412065224,Cash Withdrawal,2013-02-19 19:00:00,Person_1155,Casinos,Russia,True,Illegal,10,0,Bank_342,Panama,19,2,19,2013-02-20 14:00:00,0.0,1
4720,TX0000004721,Switzerland,2909046.530752209,Stocks Transfer,2013-07-16 16:00:00,Person_1155,Arms Trade,Switzerland,True,Illegal,7,4,Bank_35,Bahamas,16,7,16,2013-07-17 08:00:00,3522.0,1
5168,TX0000005169,India,4321474.879832341,Cash Withdrawal,2013-08-04 08:00:00,Person_1155,Luxury Goods,India,False,Illegal,4,1,Bank_267,Panama,4,8,8,2013-08-04 16:00:00,440.0,6
5892,TX0000005893,Russia,2604334.9644804858,Offshore Transfer,2013-09-03 12:00:00,Person_1155,Arms Trade,UK,False,Illegal,8,4,Bank_298,Bahamas,3,9,12,2013-09-04 00:00:00,728.0,1
541,TX0000000542,China,3244423.713857691,Stocks Transfer,2013-01-23 13:00:00,Person_1156,Finance,Switzerland,True,Illegal,7,6,Bank_268,Panama,23,1,13,2013-01-24 02:00:00,0.0,2
923,TX0000000924,Switzerland,3533227.042993407,Offshore Transfer,2013-02-08 11:00:00,Person_1156,Casinos,UAE,False,Illegal,3,9,Bank_225,Singapore,8,2,11,2013-02-08 22:00:00,380.0,4
6263,TX0000006264,UAE,3041331.0387918265,Cryptocurrency,2013-09-18 23:00:00,Person_1156,Construction,Russia,True,Illegal,6,1,Bank_248,Switzerland,18,9,23,2013-09-19 22:00:00,5352.0,2
4841,TX0000004842,USA,976984.6812269818,Offshore Transfer,2013-07-21 17:00:00,Person_1157,Oil & Gas,Switzerland,False,Illegal,2,5,Bank_77,Panama,21,7,17,2013-07-22 10:00:00,0.0,6
7039,TX0000007040,UK,4874560.347458131,Offshore Transfer,2013-10-21 07:00:00,Person_1157,Construction,UK,False,Legal,7,4,Bank_161,Singapore,21,10,7,2013-10-21 14:00:00,2188.0,0
8216,TX0000008217,Brazil,3900056.082423213,Cash Withdrawal,2013-12-09 08:00:00,Person_1158,Real Estate,South Africa,True,Illegal,3,1,Bank_253,Bahamas,9,12,8,2013-12-09 16:00:00,0.0,0
366,TX0000000367,China,1943859.3290786475,Cryptocurrency,2013-01-16 06:00:00,Person_1159,Finance,Singapore,False,Illegal,1,3,Bank_421,Luxembourg,16,1,6,2013-01-16 12:00:00,0.0,2
313,TX0000000314,Russia,1610843.7371193203,Cryptocurrency,2013-01-14 01:00:00,Person_116,Construction,Singapore,False,Illegal,6,4,Bank_315,Cayman Islands,14,1,1,2013-01-14 02:00:00,0.0,0
6671,TX0000006672,South Africa,711964.0629485329,Stocks Transfer,2013-10-05 23:00:00,Person_116,Finance,China,False,Legal,10,2,Bank_45,Luxembourg,5,10,23,2013-10-06 22:00:00,6380.0,5
4048,TX0000004049,China,1093105.859158306,Property Purchase,2013-06-18 16:00:00,Person_1160,Casinos,Singapore,False,Illegal,7,7,Bank_309,Cayman Islands,18,6,16,2013-06-19 08:00:00,0.0,1
8743,TX0000008744,Singapore,1601725.133302593,Offshore Transfer,2013-12-31 07:00:00,Person_1160,Arms Trade,Singapore,False,Illegal,2,0,Bank_164,Luxembourg,31,12,7,2013-12-31 14:00:00,4686.0,1
8851,TX0000008852,UAE,812754.6238202889,Cryptocurrency,2014-01-04 19:00:00,Person_1160,Oil & Gas,USA,False,Illegal,9,4,Bank_124,Bahamas,4,1,19,2014-01-05 14:00:00,120.0,5
9492,TX0000009493,India,2455544.7933673146,Offshore Transfer,2014-01-31 12:00:00,Person_1160,Arms Trade,Russia,True,Legal,8,8,Bank_224,Switzerland,31,1,12,2014-02-01 00:00:00,634.0,4
6566,TX0000006567,UAE,1811379.7644586845,Cryptocurrency,2013-10-01 14:00:00,Person_1162,Arms Trade,UAE,False,Illegal,5,9,Bank_204,Panama,1,10,14,2013-10-02 04:00:00,0.0,1
2946,TX0000002947,India,672223.496048904,Stocks Transfer,2013-05-03 18:00:00,Person_1166,Luxury Goods,India,False,Legal,4,9,Bank_445,Cayman Islands,3,5,18,2013-05-04 12:00:00,0.0,4
7347,TX0000007348,Switzerland,1492109.7393005805,Cash Withdrawal,2013-11-03 03:00:00,Person_1166,Real Estate,South Africa,False,Legal,4,3,Bank_439,Switzerland,3,11,3,2013-11-03 06:00:00,4386.0,6
1017,TX0000001018,Brazil,4666607.404932557,Stocks Transfer,2013-02-12 09:00:00,Person_1167,Construction,India,False,Illegal,10,0,Bank_181,Cayman Islands,12,2,9,2013-02-12 18:00:00,0.0,1
5834,TX0000005835,China,4486441.561673067,Cryptocurrency,2013-09-01 02:00:00,Person_1169,Finance,Singapore,False,Legal,3,5,Bank_148,Panama,1,9,2,2013-09-01 04:00:00,0.0,6
8272,TX0000008273,UK,992693.5751040886,Cash Withdrawal,2013-12-11 16:00:00,Person_1169,Construction,USA,True,Illegal,8,2,Bank_73,Cayman Islands,11,12,16,2013-12-12 08:00:00,2452.0,2
6726,TX0000006727,Switzerland,1542775.7451078014,Offshore Transfer,2013-10-08 06:00:00,Person_117,Construction,USA,False,Illegal,10,3,Bank_397,Luxembourg,8,10,6,2013-10-08 12:00:00,0.0,1
8767,TX0000008768,Switzerland,2318020.228042268,Stocks Transfer,2014-01-01 07:00:00,Person_117,Oil & Gas,India,False,Illegal,10,1,Bank_282,Panama,1,1,7,2014-01-01 14:00:00,2042.0,2
5856,TX0000005857,UK,4098571.461860806,Cash Withdrawal,2013-09-02 00:00:00,Person_1170,Construction,UAE,False,Illegal,3,7,Bank_16,Panama,2,9,0,2013-09-02 00:00:00,0.0,0
6411,TX0000006412,UAE,4923086.469784987,Property Purchase,2013-09-25 03:00:00,Person_1170,Arms Trade,Russia,False,Legal,10,0,Bank_256,Luxembourg,25,9,3,2013-09-25 06:00:00,558.0,2
57,TX0000000058,Russia,65964.20043916962,Property Purchase,2013-01-03 09:00:00,Person_1172,Luxury Goods,Singapore,True,Legal,10,6,Bank_3,Bahamas,3,1,9,2013-01-03 18:00:00,0.0,3
905,TX0000000906,USA,2896977.5162075493,Cryptocurrency,2013-02-07 17:00:00,Person_1172,Construction,Switzerland,True,Illegal,2,7,Bank_429,Luxembourg,7,2,17,2013-02-08 10:00:00,856.0,3
8875,TX0000008876,Singapore,2348508.8616243675,Cash Withdrawal,2014-01-05 19:00:00,Person_1172,Arms Trade,India,True,Legal,4,0,Bank_173,Bahamas,5,1,19,2014-01-06 14:00:00,7972.0,6
3575,TX0000003576,China,3740315.1407554727,Stocks Transfer,2013-05-29 23:00:00,Person_1175,Construction,China,True,Illegal,1,9,Bank_253,Panama,29,5,23,2013-05-30 22:00:00,0.0,2
8721,TX0000008722,UK,2559466.667832699,Cryptocurrency,2013-12-30 09:00:00,Person_1175,Real Estate,USA,False,Illegal,7,0,Bank_71,Cayman Islands,30,12,9,2013-12-30 18:00:00,5132.0,0
1834,TX0000001835,Brazil,2520212.3767135767,Offshore Transfer,2013-03-18 10:00:00,Person_1177,Real Estate,Brazil,False,Illegal,4,2,Bank_307,Luxembourg,18,3,10,2013-03-18 20:00:00,0.0,0
7441,TX0000007442,Brazil,2368505.827375364,Property Purchase,2013-11-07 01:00:00,Person_1178,Real Estate,Russia,False,Illegal,8,0,Bank_163,Switzerland,7,11,1,2013-11-07 02:00:00,0.0,3
494,TX0000000495,UK,826338.068791495,Cryptocurrency,2013-01-21 14:00:00,Person_118,Arms Trade,USA,False,Illegal,8,6,Bank_386,Panama,21,1,14,2013-01-22 04:00:00,0.0,0
3587,TX0000003588,USA,2130888.768348421,Offshore Transfer,2013-05-30 11:00:00,Person_118,Casinos,USA,False,Illegal,3,7,Bank_196,Bahamas,30,5,11,2013-05-30 22:00:00,3090.0,3
3024,TX0000003025,India,4561340.782198411,Property Purchase,2013-05-07 00:00:00,Person_1180,Real Estate,China,False,Illegal,9,2,Bank_173,Bahamas,7,5,0,2013-05-07 00:00:00,0.0,1
3591,TX0000003592,Brazil,14230.858653534324,Stocks Transfer,2013-05-30 15:00:00,Person_1180,Real Estate,UAE,False,Legal,10,6,Bank_330,Switzerland,30,5,15,2013-05-31 06:00:00,582.0,3
7413,TX0000007414,UK,1022949.2637863352,Property Purchase,2013-11-05 21:00:00,Person_1181,Construction,UAE,False,Legal,8,3,Bank_49,Bahamas,5,11,21,2013-11-06 18:00:00,0.0,1
3108,TX0000003109,South Africa,3239311.981547325,Property Purchase,2013-05-10 12:00:00,Person_1183,Luxury Goods,Switzerland,False,Legal,9,0,Bank_24,Switzerland,10,5,12,2013-05-11 00:00:00,0.0,4
8682,TX0000008683,UK,2147487.850427819,Property Purchase,2013-12-28 18:00:00,Person_1183,Real Estate,UAE,False,Legal,4,2,Bank_27,Bahamas,28,12,18,2013-12-29 12:00:00,5580.0,5
749,TX0000000750,Switzerland,2832062.255797745,Property Purchase,2013-02-01 05:00:00,Person_1184,Construction,Russia,False,Illegal,8,0,Bank_332,Panama,1,2,5,2013-02-01 10:00:00,0.0,4
1555,TX0000001556,USA,2533768.623405466,Property Purchase,2013-03-06 19:00:00,Person_1185,Finance,Russia,True,Illegal,6,8,Bank_144,Switzerland,6,3,19,2013-03-07 14:00:00,0.0,2
8032,TX0000008033,USA,165515.139788033,Cryptocurrency,2013-12-01 16:00:00,Person_1186,Casinos,India,False,Illegal,2,4,Bank_352,Singapore,1,12,16,2013-12-02 08:00:00,0.0,6
9941,TX0000009942,Russia,1566384.2949859614,Property Purchase,2014-02-19 05:00:00,Person_1187,Real Estate,Brazil,False,Legal,3,2,Bank_213,Cayman Islands,19,2,5,2014-02-19 10:00:00,0.0,2
2603,TX0000002604,India,1118021.447725288,Cryptocurrency,2013-04-19 11:00:00,Person_1189,Arms Trade,India,True,Illegal,1,3,Bank_488,Cayman Islands,19,4,11,2013-04-19 22:00:00,0.0,4
9208,TX0000009209,UK,1858836.0035400488,Cash Withdrawal,2014-01-19 16:00:00,Person_119,Construction,India,False,Illegal,3,6,Bank_217,Panama,19,1,16,2014-01-20 08:00:00,0.0,6
9936,TX0000009937,UK,3514678.7687535984,Offshore Transfer,2014-02-19 00:00:00,Person_119,Finance,UAE,False,Illegal,2,9,Bank_165,Switzerland,19,2,0,2014-02-19 00:00:00,712.0,2
2426,TX0000002427,India,4685812.585577764,Offshore Transfer,2013-04-12 02:00:00,Person_1190,Real Estate,USA,False,Illegal,5,1,Bank_357,Panama,12,4,2,2013-04-12 04:00:00,0.0,4
3930,TX0000003931,Russia,785527.4067842631,Cash Withdrawal,2013-06-13 18:00:00,Person_1192,Real Estate,USA,False,Illegal,9,7,Bank_254,Switzerland,13,6,18,2013-06-14 12:00:00,0.0,3
7616,TX0000007617,China,4264096.957942922,Offshore Transfer,2013-11-14 08:00:00,Person_1192,Luxury Goods,India,False,Illegal,5,2,Bank_419,Cayman Islands,14,11,8,2013-11-14 16:00:00,3676.0,3
9714,TX0000009715,China,1615969.755076971,Offshore Transfer,2014-02-09 18:00:00,Person_1192,Arms Trade,India,True,Illegal,3,8,Bank_304,Singapore,9,2,18,2014-02-10 12:00:00,2108.0,6
6961,TX0000006962,UK,284131.8129822872,Property Purchase,2013-10-18 01:00:00,Person_1193,Real Estate,UAE,False,Legal,7,2,Bank_454,Switzerland,18,10,1,2013-10-18 02:00:00,0.0,4
3758,TX0000003759,UAE,1761099.411924917,Property Purchase,2013-06-06 14:00:00,Person_1194,Real Estate,UK,False,Illegal,9,0,Bank_117,Singapore,6,6,14,2013-06-07 04:00:00,0.0,3
5776,TX0000005777,India,2655926.8733515483,Offshore Transfer,2013-08-29 16:00:00,Person_1194,Oil & Gas,Brazil,False,Legal,8,0,Bank_133,Luxembourg,29,8,16,2013-08-30 08:00:00,2020.0,3
6018,TX0000006019,China,4226488.916436323,Stocks Transfer,2013-09-08 18:00:00,Person_1194,Casinos,India,True,Legal,1,0,Bank_171,Panama,8,9,18,2013-09-09 12:00:00,244.0,6
249,TX0000000250,Brazil,2523263.8975873613,Cash Withdrawal,2013-01-11 09:00:00,Person_1195,Finance,Brazil,False,Illegal,9,9,Bank_286,Bahamas,11,1,9,2013-01-11 18:00:00,0.0,4
2128,TX0000002129,China,3065653.5021099867,Property Purchase,2013-03-30 16:00:00,Person_1198,Construction,China,True,Legal,9,5,Bank_408,Luxembourg,30,3,16,2013-03-31 08:00:00,0.0,5
2825,TX0000002826,Singapore,3879755.0330974273,Stocks Transfer,2013-04-28 17:00:00,Person_1199,Casinos,Switzerland,True,Legal,10,4,Bank_117,Cayman Islands,28,4,17,2013-04-29 10:00:00,0.0,6
6948,TX0000006949,UAE,1789350.5649241474,Stocks Transfer,2013-10-17 12:00:00,Person_1199,Luxury Goods,Brazil,False,Illegal,5,5,Bank_326,Luxembourg,17,10,12,2013-10-18 00:00:00,4118.0,3
7092,TX0000007093,Singapore,3288119.960589217,Cash Withdrawal,2013-10-23 12:00:00,Person_1199,Luxury Goods,India,False,Illegal,8,2,Bank_121,Switzerland,23,10,12,2013-10-24 00:00:00,144.0,2
2989,TX0000002990,Singapore,4741125.633243033,Cash Withdrawal,2013-05-05 13:00:00,Person_12,Oil & Gas,South Africa,False,Illegal,4,1,Bank_310,Singapore,5,5,13,2013-05-06 02:00:00,0.0,6
4570,TX0000004571,UAE,4677012.263020004,Offshore Transfer,2013-07-10 10:00:00,Person_120,Luxury Goods,Switzerland,False,Illegal,7,2,Bank_357,Cayman Islands,10,7,10,2013-07-10 20:00:00,0.0,2
4627,TX0000004628,India,3444913.907274267,Cryptocurrency,2013-07-12 19:00:00,Person_1200,Real Estate,UK,True,Legal,1,9,Bank_257,Cayman Islands,12,7,19,2013-07-13 14:00:00,0.0,4
7678,TX0000007679,South Africa,1876745.0252828875,Stocks Transfer,2013-11-16 22:00:00,Person_1202,Oil & Gas,Brazil,False,Illegal,10,7,Bank_491,Singapore,16,11,22,2013-11-17 20:00:00,0.0,5
9578,TX0000009579,USA,2403583.7056020955,Property Purchase,2014-02-04 02:00:00,Person_1202,Luxury Goods,China,False,Legal,3,1,Bank_327,Switzerland,4,2,2,2014-02-04 04:00:00,1880.0,1
2761,TX0000002762,UK,4062096.390034349,Cryptocurrency,2013-04-26 01:00:00,Person_1203,Finance,UK,False,Illegal,10,3,Bank_235,Panama,26,4,1,2013-04-26 02:00:00,0.0,4
397,TX0000000398,USA,3796716.609923759,Offshore Transfer,2013-01-17 13:00:00,Person_1205,Casinos,South Africa,True,Legal,1,7,Bank_90,Cayman Islands,17,1,13,2013-01-18 02:00:00,0.0,3
6645,TX0000006646,USA,3003606.793408268,Property Purchase,2013-10-04 21:00:00,Person_1205,Finance,China,False,Illegal,10,4,Bank_162,Bahamas,4,10,21,2013-10-05 18:00:00,6256.0,4
8706,TX0000008707,Russia,4708451.763655176,Offshore Transfer,2013-12-29 18:00:00,Person_1205,Oil & Gas,China,False,Illegal,8,9,Bank_178,Singapore,29,12,18,2013-12-30 12:00:00,2058.0,6
2959,TX0000002960,Singapore,3866360.8209185735,Property Purchase,2013-05-04 07:00:00,Person_1207,Oil & Gas,Russia,False,Legal,9,1,Bank_477,Cayman Islands,4,5,7,2013-05-04 14:00:00,0.0,5
3988,TX0000003989,USA,2188813.5338452896,Cash Withdrawal,2013-06-16 04:00:00,Person_1207,Arms Trade,Brazil,False,Illegal,2,2,Bank_3,Switzerland,16,6,4,2013-06-16 08:00:00,1026.0,6
440,TX0000000441,Switzerland,95560.2175428694,Property Purchase,2013-01-19 08:00:00,Person_1211,Real Estate,South Africa,False,Illegal,1,6,Bank_274,Singapore,19,1,8,2013-01-19 16:00:00,0.0,5
793,TX0000000794,Singapore,1985109.0376142012,Cash Withdrawal,2013-02-03 01:00:00,Person_1211,Casinos,India,False,Illegal,8,2,Bank_175,Singapore,3,2,1,2013-02-03 02:00:00,346.0,6
3115,TX0000003116,USA,3055058.7806050084,Cryptocurrency,2013-05-10 19:00:00,Person_1214,Real Estate,India,False,Illegal,10,2,Bank_149,Cayman Islands,10,5,19,2013-05-11 14:00:00,0.0,4
5263,TX0000005264,UAE,3770396.228617242,Offshore Transfer,2013-08-08 07:00:00,Person_1214,Real Estate,Singapore,False,Illegal,1,6,Bank_433,Luxembourg,8,8,7,2013-08-08 14:00:00,2136.0,3
